City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Killybegs,IE,54.6333,-8.45,62.49,91,100,7.72,overcast clouds
1,Busselton,AU,-33.65,115.3333,51.26,84,0,7.67,clear sky
2,Geraldton,AU,-28.7667,114.6,52.21,93,27,11.5,scattered clouds
3,Salalah,OM,17.0151,54.0924,77.09,94,100,4.61,overcast clouds
4,Butaritari,KI,3.0707,172.7902,82.36,75,16,19.77,few clouds
5,Vaini,TO,-21.2,-175.2,78.96,83,40,12.66,scattered clouds
6,Pangnirtung,CA,66.1451,-65.7125,47.68,71,95,3.31,overcast clouds
7,Zitacuaro,MX,19.4372,-100.358,63.73,97,99,1.77,light rain
8,Provideniya,RU,64.3833,-173.3,44.71,81,75,18.01,broken clouds
9,Lorengau,PG,-2.0226,147.2712,82.4,73,97,6.22,light rain
10,Bay Roberts,CA,47.5999,-53.2648,67.75,89,63,8.99,broken clouds
11,Ribeira Grande,PT,38.5167,-28.7,72.64,91,16,3.6,few clouds
12,Teguise,ES,29.0605,-13.564,68.22,83,20,21.85,few clouds
13,Hithadhoo,MV,-0.6,73.0833,81.84,74,100,13.73,overcast clouds
14,Valley City,US,46.9233,-98.0032,90.12,58,0,14.97,clear sky
15,Oregon City,US,45.3573,-122.6068,81.81,50,0,6.91,clear sky
16,Maravilha,BR,-26.7608,-53.1725,58.8,96,100,2.33,moderate rain
17,Victoria,HK,22.2855,114.1577,86.38,86,100,8.01,overcast clouds
18,Lago Da Pedra,BR,-4.3333,-45.1667,79.84,60,83,1.99,broken clouds
19,Bredasdorp,ZA,-34.5322,20.0403,53.89,86,100,1.92,overcast clouds
20,Biak,ID,-0.9131,122.8766,75.11,86,100,6.8,overcast clouds
21,Saurimo,AO,-9.6608,20.3916,58.77,46,6,5.03,clear sky
22,Gat,IL,31.61,34.7642,79.39,79,0,0.4,clear sky
23,Luderitz,NA,-26.6481,15.1594,56.8,86,0,9.86,clear sky
24,Rikitea,PF,-23.1203,-134.9692,74.59,74,9,11.21,clear sky
25,Kavieng,PG,-2.5744,150.7967,84.4,70,100,11.9,light rain
26,Port-Gentil,GA,-0.7193,8.7815,73.36,88,40,8.05,scattered clouds
27,Arsenyev,RU,44.1631,133.2733,70.95,81,97,0.58,overcast clouds
28,Hermanus,ZA,-34.4187,19.2345,53.8,83,98,2.82,overcast clouds
29,Georgetown,MY,5.4112,100.3354,82.33,91,40,10.36,scattered clouds
30,Ulaangom,MN,49.9811,92.0667,59.7,58,90,9.51,overcast clouds
31,Tiksi,RU,71.6872,128.8694,34.39,86,100,20.51,overcast clouds
32,Ushuaia,AR,-54.8,-68.3,37.06,87,75,10.36,light rain
33,Qaanaaq,GL,77.484,-69.3632,44.74,61,0,3.02,clear sky
34,Quatre Cocos,MU,-20.2078,57.7625,68.11,65,61,24.07,light rain
35,Saint George,US,37.1041,-113.5841,103.78,18,0,18.41,clear sky
36,Kodiak,US,57.79,-152.4072,56.71,72,20,5.75,few clouds
37,Lakatoro,VU,-16.0999,167.4164,81.93,71,35,17.9,scattered clouds
38,Khatanga,RU,71.9667,102.5,53.8,73,100,8.01,overcast clouds
39,Siguiri,GN,11.6667,-9.5,73.65,94,72,4.85,light rain
40,Jamestown,US,42.097,-79.2353,74.95,83,100,11.5,overcast clouds
41,Upernavik,GL,72.7868,-56.1549,44.1,79,100,4.29,overcast clouds
42,Khanewal,PK,30.3,71.9333,90.05,61,0,4.32,clear sky
43,Byron Bay,AU,-28.65,153.6167,60.64,73,20,9.24,light rain
44,East London,ZA,-33.0153,27.9116,68.81,35,20,10.0,few clouds
45,Garissa,KE,-0.4536,39.6401,71.76,79,75,18.32,broken clouds
46,Esperance,AU,-33.8667,121.9,49.84,87,38,7.2,scattered clouds
47,Dikson,RU,73.5069,80.5464,45.14,79,69,12.37,broken clouds
48,Arraial Do Cabo,BR,-22.9661,-42.0278,66.16,88,20,3.44,few clouds
49,Bambous Virieux,MU,-20.3428,57.7575,68.25,73,75,20.71,light rain
50,Avarua,CK,-21.2078,-159.775,75.25,73,75,9.22,broken clouds
51,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,93,37,2.08,scattered clouds
52,Longyearbyen,SJ,78.2186,15.6401,53.44,62,75,10.36,broken clouds
53,Balkanabat,TM,39.5108,54.3671,92.97,14,0,10.38,clear sky
54,Barrow,US,71.2906,-156.7887,42.82,81,100,19.57,overcast clouds
55,Cape Town,ZA,-33.9258,18.4232,56.91,82,0,7.0,clear sky
56,Atar,MR,20.5169,-13.0499,92.66,33,42,5.99,scattered clouds
57,Okhotsk,RU,59.3833,143.3,62.08,78,99,4.56,overcast clouds
58,Hami,CN,42.8,93.45,81.27,27,94,4.23,overcast clouds
59,Asyut,EG,27.181,31.1837,84.65,26,16,7.54,few clouds
60,Zaria,NG,11.1113,7.7227,69.22,92,60,7.54,broken clouds
61,Cabo San Lucas,MX,22.8909,-109.9124,93.61,65,4,3.0,clear sky
62,Punta Arenas,CL,-53.15,-70.9167,39.31,87,75,31.07,light rain
63,Garelochhead,GB,56.082,-4.8291,66.0,66,83,1.39,broken clouds
64,Lixourion,GR,38.2019,20.4314,77.56,68,1,7.14,clear sky
65,Te Anau,NZ,-45.4167,167.7167,41.56,97,100,4.43,overcast clouds
66,Tuatapere,NZ,-46.1333,167.6833,44.94,90,100,5.82,overcast clouds
67,Annau,TM,37.8876,58.516,81.9,26,0,0.0,clear sky
68,Iqaluit,CA,63.7506,-68.5145,42.53,86,75,10.36,broken clouds
69,Vardo,NO,70.3705,31.1107,55.38,82,26,0.0,scattered clouds
70,Nanortalik,GL,60.1432,-45.2371,46.96,80,72,6.62,broken clouds
71,New Norfolk,AU,-42.7826,147.0587,45.91,76,82,2.35,broken clouds
72,Mount Gambier,AU,-37.8333,140.7667,40.91,93,100,0.0,mist
73,Cidreira,BR,-30.1811,-50.2056,56.32,93,0,3.53,clear sky
74,Tasiilaq,GL,65.6145,-37.6368,41.16,85,46,0.63,scattered clouds
75,Rovaniemi,FI,66.5,25.7167,54.81,87,100,4.61,overcast clouds
76,Carnarvon,AU,-24.8667,113.6333,61.16,62,0,11.59,clear sky
77,Khudumelapye,BW,-23.8833,24.75,50.45,65,0,6.96,clear sky
78,Saint-Pierre,RE,-21.3393,55.4781,67.68,71,0,20.71,clear sky
79,Pisco,PE,-13.7,-76.2167,62.65,77,0,6.91,clear sky
80,Yellowknife,CA,62.456,-114.3525,73.92,49,75,4.61,broken clouds
81,San Juan De Los Morros,VE,9.9115,-67.3538,72.3,94,33,2.57,light rain
82,Albany,US,42.6001,-73.9662,76.73,88,100,1.99,overcast clouds
83,Tanda,IN,26.55,82.65,89.19,58,71,8.1,broken clouds
